surprise,고급진 아..기절기절.. 샤워하고 있는데 난리난리~~ 갑자기 엄마~~!!!!!! 큰소리로 불러서?? 마이쮸 먹다 소리나서 뱉어보니 은니발이있었다고... 너무 놀랬다.. 급히 여기저기 치과 찾아보니 왜 하필 목요일 휴무인거야~~ 우선 놀란 마음 진정하고 거즈로 지혈시키고 자세히 보니 빠진 이에 이미 작은어금니가 아주 조금 영구치가 나고 있었다... 저번주에 은이빨이 흔들리다고 하긴 했는데 그냥 기분탓인가? 하고 말았는데 빠질려고 했나벼.. 너무 놀래서 당황스러웠지만.. 얘 스스로 발치 2번째..
surprise,당신이 잠든 사이에~ 남편이 잘 때 옆에서 잠깐 핸드폰으로 메일 정리 하고 인스타를 잠깐 스크롤 하다가 이런;;; 음소거를 한다는 걸 음소거를 켜 놓고 스크롤 해서 빠방~~ 고요 속에 커다란 소리가 빵빵 하게 채워졌어요 남편은 놀래서 잠에서 깼답니다 순간 저도 놀래서 ㅎㅎ 미안하다고 말해야 하는데 “서......서프라이즈~~”? 라고 외쳤네요 ㅎㅎㅎ 남편과 긴 대화를 했습니다 ㅋㅋ 여러분도 조용히 정말 잠깐 핸드폰 하다가 가족을 깨운 경험 있으세요? (깜짝 놀랬네요;;;)
surprise,월요일 아침부터 비가 내리네요 가물다고 하는데 단비가 되었는지... 코로나 환자는 점점 늘어가고 걱정이네요 어제 밭에서 뽑아온 쪽파로 쪽파김치하고 오후에 마트로 동태사러 가면서 마스크를 안쓰고 있는것도 모르고 동태사고 이것저것 사고 계산대로 갈려고 하는데 직원이 달려와서 마스크 쓰셔야 해요 하는거예요 어머~놀라서 마트에 있는 마스크를 사서 썼어요 세상에 이런일이 ..ㅠ 우산 챙겨 나가는 바람에 잊었나봐요 그래도 오랫만에 동태탕으로 저녁에 남편과 맛있게 먹었네요...
surprise,오늘 우리 둘째랑 신나게 웃으며 놀다가 갑자기 입천장 쪽에 뭔가 동그랗게 데인것처럼 비쳐 보이길래 놀래서 병원으로 급히 달려갔다... 구멍이 난거 같은 느낌도 들어서 병원가는 10분 동안 오만가지 걱정과 생각을하며 병원에 도착했다 심지어 엄마는 영상통화 하며 울기까지 했다.. 결과는.....집안 어딘가에 있던 셀로판지 종이를 먹어서 입 천장에 붙은거였다...아란아... 아빠 많이 놀랬다…
surprise,쇼파에 앉아서 뒤에 몰래찍엇는데 ㅎ 카메라캐치~ 근데 표정이 왜이렇게 므흣한 표정으로 보는거야 귀여운것? 가온이 오늘 피봤어용 ㅠ 장난감 입에물고 놀다가 입천장을... 진짜 첨에 피가 철철나서 넘나 놀랫어영 ㅠ 그래도 다행이 금방그치고 가온이도 금방진정되서다행...ㅠㅡㅠ 조심좀 하자 아들 귀여운 실내복들 공구중이에용~!! 주문도 착착 들어오고 있는 인기템들 궁금하신건 디엠 문의주세용
surprise,헉!!이럴수가~~~~ 포도 씻고있는데.. 영호가 엄마 이빠졌어~~ 어?? 했는데.. 왠걸.. 진짜 이가 떡하니.. 디폼블럭을.이로빼다가 이가 빠지다니.. 지난번 치과갔을때 이거 흔들려요.. 했는데.. 이렇게 빠질줄은 모른엄마.. 급당황하며 이를 보는데.. 쏙 빠져버린이. 이휴.. 월욜날 혹시 모르니 병원은 함 가보자~~ 부러진게 아니라.. 다행이다만..... 이거.. 이렇게 이빠지기도 하는구나~~ 1주
surprise,왼쪽 옆으로 누워서 뒤척이다가 눈을 떴다. 눈 뜨면 하는 일. ?? 눈 반쯤 감고서 손으로 주섬주섬 침대위에 있는 폰 찾기 놀이 오른쪽으로 몸을 돌려서 폰을 들고 켰는데 아악! 너희들 뭐야? ....왜 둘다 쓰러져 있어? 벽에 딱 붙여놨는데 (내가 손으로 쳤겠지) ㅜ_ㅜ진짜 완전 깜놀. 포키가 나 놀래키고 랏쏘가 깔깔 웃는..듯한 기분…
surprise,아빠~~!! 생신 축하드려용~~~? 아빠 생일이여서 파티 했어요오~~!!! 제가 케이크 직접 사왔어용 뿌듯합니당~~^^ 아빠에게 깜짝이벤트를 해드렸어요!!깜짝 놀라셨습니당ㅋㅋㅋ 아빠에게 선물은 선물박스에 제가직접 만들어서 만든 편지지와 편지봉투에 글을 써서 들렸구용!!그리고 양말 선물을 해드렸어용~~ㅎㅎ 다행히 좋아해주셨습니당!!!ㅎㅎㅎ 아빠 그리고 한번더 생신 축하합니다
surprise,아 .. 오늘 오전에 대박 소식을 들어버려 종일 진짜 와~~~ 이랬네요 입이 근질근질 하지만! 아직은 때가 아니예요. 그치만 곧 빠르면 담달부터두 아실수도 있을껑예요.! 나징짜 기초화장품 잘 선택해서 바르고 피부 광나고 건강해지니 님께서 광고를 하구 님께서도 광고를 하구 알거봤더니 쓰면서 돈도벌구 회사가 대기업이네요 .. 잘몰라쒀요..증맬루 행벅하답니다 오예오예
surprise,13 머위꽃이 피었습니다 지난주부터 잎이 하나 둘 보이더니 오늘보니 꽃이 이렇게 많이 피었습니다 놀랍고 신기하고 반가워 어머 어머 하며 환호성을 질렀습니다 말로만 듣던 머위꽃이 내 텃밭에서 피다니요 ~~~~ 머위 검색하니 머위꽃 튀김이 별미라네요 올 봄엔 머위꽃 튀김을 만들어 먹어야겠어요 머위꽃 흔하지 않아 1년에 한번 즐길수 있다는데 올핸 좋은일이 많았으면 좋겠습니다
surprise,"몸이 안좋아서 검사했더니 결과가 좋지않아 멘붕상태로 하루를 보내고, 그동안 내가 아파서 먹던 위약부터 영양제까지 모든약이란약은 절대먹지말고 싹다 끊고 2주 기다리다 재검 해보자는 원장님 그냥 너무 무섭더라 열심히 살려하는데 이런 결과가 나오니 삶이 너무 억울하기도하고 2주 기다리는 시간은 너무나 지옥 위는아픈데 약은 못먹고 쌩으로 버텨야하는 몸뚱 . . ."
surprise,코 안에 이걸 넣고 아프다고 한걸 알고 펄쩍펄쩍 뛰고 119 부르라고 난리치다 코 팽 풀었더니 뿅 ~ 하고 튀어나옴.. 놀란마음 진정 시키는 중에 화도 나고 절대 안된다는걸 알려줄 참에 복식호흡으로 이름 부르니 저리 숨었다.. 저게 숨은거래..미쳐.. 하 .. 너무 귀여워서 웃는 바람에 흐지브지 진짜 10년감수
